Observation,Season,Region,Habitat,ManagementZone,Sample,Latitude,Longitude,Temperature,DissolvedOxygen,Salinity,MaximumDepth,Nurse,Blacknose,AtlanticSharpnose,Blacktip,Bull,GreatHammerhead,Lemon,Sandbar,Tiger,GreatWhite,Bonnethead,CaribbeanReef,Dusky,ScallopedHammerhead,Spinner
2476,Wet,Keys,Bay,FKNMS,2013-5-5-2-24.887917,24.887917,-80.681267,27,7,35,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,Wet,Keys,Bay,FKNMS,2013-5-5-3-24.887917,24.887917,-80.681267,26,7,35,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,Wet,Keys,Bay,FKNMS,2013-5-5-4-24.887917,24.887917,-80.681267,26,7,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,Wet,Keys,Bay,FKNMS,2013-5-5-5-24.887917,24.887917,-80.681267,26,7,36,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,Wet,Keys,Bay,FKNMS,2013-5-5-6-24.887917,24.887917,-80.681267,26,7,36,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,Wet,Keys,Ocean,FKNMS,2010-10-10-1a-24.72615,24.72615,-80.8513167,NA,NA,NA,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2482,Wet,Keys,Ocean,FKNMS,2010-10-10-1b-24.75887,24.75887,-80.876225,NA,NA,NA,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,Wet,Keys,Ocean,FKNMS,2010-10-10-2a-24.72615,24.72615,-80.8513167,NA,NA,NA,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2484,Wet,Keys,Ocean,FKNMS,2010-10-10-2b-24.75887,24.75887,-80.876225,NA,NA,NA,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,Wet,Keys,Ocean,FKNMS,2010-10-10-3b-24.75887,24.75887,-80.876225,NA,NA,NA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,Wet,Keys,Ocean,FKNMS,2010-6-4-1-24.6974,24.6974,-80.852269,28,4.9,36.47,145,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2487,Wet,Keys,Ocean,FKNMS,2010-6-4-2-24.6974,24.6974,-80.852269,28,4.8,36.46,145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2488,Wet,Keys,Ocean,FKNMS,2010-6-4-3-24.6974,24.6974,-80.852269,29,4.18,36.5,145,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
2489,Wet,Keys,Ocean,FKNMS,2010-6-4-4-24.6974,24.6974,-80.852269,29,4.04,36.58,145,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2490,Wet,Keys,Ocean,FKNMS,2010-6-5-1-24.6974,24.6974,-80.852269,29,3.41,36.43,145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2491,Wet,Keys,Ocean,FKNMS,2010-6-5-2-24.6974,24.6974,-80.852269,29,2.82,36.4,145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2492,Wet,Keys,Ocean,FKNMS,2010-6-5-4-24.6974,24.6974,-80.852269,29,3.73,36.41,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,Wet,Keys,Ocean,FKNMS,2010-6-6-1-24.72615,24.72615,-80.8513167,29,3.52,36.56,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,Wet,Keys,Ocean,FKNMS,2010-6-6-2-24.72615,24.72615,-80.8513167,30,3.33,36.59,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,Wet,Keys,Ocean,FKNMS,2010-6-6-3-24.72615,24.72615,-80.8513167,29,4.08,36.58,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,Wet,Keys,Ocean,FKNMS,2010-6-6-4-24.72615,24.72615,-80.8513167,30,3.51,36.66,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,Wet,Keys,Ocean,FKNMS,2010-6-9-1-25.10644,25.10644,-80.34328,NA,NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,Wet,Keys,Ocean,FKNMS,2010-6-9-2-25.10644,25.10644,-80.34328,NA,NA,NA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2499,Wet,Keys,Ocean,FKNMS,2010-6-9-3-25.10644,25.10644,-80.34328,NA,NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,Wet,Keys,Ocean,FKNMS,2010-6-9-4-25.10644,25.10644,-80.34328,NA,NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,Wet,Keys,Ocean,FKNMS,2010-8-19-1-24.697407,24.697407,-80.8523,28,NA,NA,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,Wet,Keys,Ocean,FKNMS,2010-8-19-2-24.697407,24.697407,-80.8523,28,NA,NA,140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2503,Wet,Keys,Ocean,FKNMS,2011-10-23-1-25.066666,25.066666,-80.311,27,NA,36,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,Wet,Keys,Ocean,FKNMS,2011-10-23-2-25.066666,25.066666,-80.311,28,NA,37,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,Wet,Keys,Ocean,FKNMS,2011-10-23-3-25.066666,25.066666,-80.311,28,NA,35,150,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2506,Wet,Keys,Ocean,FKNMS,2011-10-23-4-25.066666,25.066666,-80.311,28,NA,35,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2507,Wet,Keys,Ocean,FKNMS,2011-10-23-5-25.066666,25.066666,-80.311,28,NA,35,160,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2508,Wet,Keys,Ocean,FKNMS,2011-10-23-6-25.066666,25.066666,-80.311,27,NA,34,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,Wet,Keys,Ocean,FKNMS,2011-5-14-1-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,Wet,Keys,Ocean,FKNMS,2011-5-14-2-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2511,Wet,Keys,Ocean,FKNMS,2011-5-14-3-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,Wet,Keys,Ocean,FKNMS,2011-5-14-4-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,Wet,Keys,Ocean,FKNMS,2011-5-14-5-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,Wet,Keys,Ocean,FKNMS,2011-5-14-6-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,Wet,Keys,Ocean,FKNMS,2011-6-17-1-24.72615,24.72615,-80.8513167,NA,NA,NA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,Wet,Keys,Ocean,FKNMS,2011-6-17-2-24.72615,24.72615,-80.8513167,NA,NA,NA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2517,Wet,Keys,Ocean,FKNMS,2011-6-17-3-24.72615,24.72615,-80.8513167,NA,NA,NA,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2518,Wet,Keys,Ocean,FKNMS,2011-6-17-4-24.72615,24.72615,-80.8513167,NA,NA,NA,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2519,Wet,Keys,Ocean,FKNMS,2011-6-17-5-24.72615,24.72615,-80.8513167,NA,NA,NA,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,Wet,Keys,Ocean,FKNMS,2011-6-17-6-24.72615,24.72615,-80.8513167,NA,NA,NA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,Wet,Keys,Ocean,FKNMS,2011-6-24-1-24.72615,24.72615,-80.8513167,NA,NA,NA,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,Wet,Keys,Ocean,FKNMS,2011-6-24-2-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2523,Wet,Keys,Ocean,FKNMS,2011-6-24-3-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2524,Wet,Keys,Ocean,FKNMS,2011-6-24-4-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2525,Wet,Keys,Ocean,FKNMS,2011-6-24-5-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2526,Wet,Keys,Ocean,FKNMS,2011-6-24-6-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,Wet,Keys,Ocean,FKNMS,2011-6-25-1-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,Wet,Keys,Ocean,FKNMS,2011-6-25-2-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,Wet,Keys,Ocean,FKNMS,2011-6-25-3-24.72615,24.72615,-80.8513167,NA,NA,NA,150,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2530,Wet,Keys,Ocean,FKNMS,2011-6-25-4-24.72615,24.72615,-80.8513167,NA,NA,NA,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,Wet,Keys,Ocean,FKNMS,2011-6-25-5-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2532,Wet,Keys,Ocean,FKNMS,2011-6-25-6-24.72615,24.72615,-80.8513167,NA,NA,NA,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,Wet,Keys,Ocean,FKNMS,2011-7-13-1-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2534,Wet,Keys,Ocean,FKNMS,2011-7-13-2-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,Wet,Keys,Ocean,FKNMS,2011-7-13-3-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2536,Wet,Keys,Ocean,FKNMS,2011-7-13-4-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2537,Wet,Keys,Ocean,FKNMS,2011-7-13-5-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2538,Wet,Keys,Ocean,FKNMS,2011-7-13-6-24.72615,24.72615,-80.8513167,NA,NA,NA,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,Wet,Keys,Ocean,FKNMS,2011-8-3-1-24.72615,24.72615,-80.8513167,NA,NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,Wet,Keys,Ocean,FKNMS,2011-8-3-2-24.72615,24.72615,-80.8513167,NA,NA,NA,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,Wet,Keys,Ocean,FKNMS,2011-8-3-3-24.72615,24.72615,-80.8513167,NA,NA,NA,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,Wet,Keys,Ocean,FKNMS,2011-8-3-4-24.72615,24.72615,-80.8513167,NA,NA,NA,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2543,Wet,Keys,Ocean,FKNMS,2011-8-3-5-24.72615,24.72615,-80.8513167,NA,NA,NA,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,Wet,Keys,Ocean,FKNMS,2011-8-3-7-24.72615,24.72615,-80.8513167,NA,NA,NA,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2545,Wet,Keys,Ocean,FKNMS,2011-9-18-1-25.066666,25.066666,-80.311,31,NA,34,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,Wet,Keys,Ocean,FKNMS,2011-9-18-2-25.066666,25.066666,-80.311,31,NA,35,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,Wet,Keys,Ocean,FKNMS,2011-9-18-3-25.066666,25.066666,-80.311,31,NA,34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2548,Wet,Keys,Ocean,FKNMS,2011-9-18-4-25.066666,25.066666,-80.311,31,NA,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,Wet,Keys,Ocean,FKNMS,2011-9-18-5-25.066666,25.066666,-80.311,31,NA,33,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,Wet,Keys,Ocean,FKNMS,2011-9-18-6-25.066666,25.066666,-80.311,31,NA,33,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,Wet,Keys,Ocean,FKNMS,2011-9-24-1-25.18373,25.18373,-80.24477,NA,NA,34,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2552,Wet,Keys,Ocean,FKNMS,2011-9-24-2-25.18373,25.18373,-80.24477,NA,NA,34,50,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2553,Wet,Keys,Ocean,FKNMS,2011-9-24-3-25.18373,25.18373,-80.24477,NA,NA,34,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2554,Wet,Keys,Ocean,FKNMS,2011-9-24-4-25.18373,25.18373,-80.24477,NA,NA,32,50,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2555,Wet,Keys,Ocean,FKNMS,2011-9-24-5-25.18373,25.18373,-80.24477,NA,NA,33,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,Wet,Keys,Ocean,FKNMS,2011-9-24-6-25.18373,25.18373,-80.24477,NA,NA,33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,Wet,Keys,Ocean,FKNMS,2011-9-25-1-24.742659,24.742659,-80.890431,29,1.34,35.21,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2558,Wet,Keys,Ocean,FKNMS,2011-9-25-2-24.742659,24.742659,-80.890431,29,1.47,34.96,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2559,Wet,Keys,Ocean,FKNMS,2011-9-25-3-24.742659,24.742659,-80.890431,29,1.41,35.09,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2560,Wet,Keys,Ocean,FKNMS,2011-9-25-4-24.742659,24.742659,-80.890431,30,1.45,34.95,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2561,Wet,Keys,Ocean,FKNMS,2011-9-25-5-24.742659,24.742659,-80.890431,29,1.7,35.1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,Wet,Keys,Ocean,FKNMS,2011-9-25-6-24.742659,24.742659,-80.890431,29,1.45,35,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,Wet,Keys,Ocean,FKNMS,2012-5-10-1-24.72615,24.72615,-80.8513167,30,9,37,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2564,Wet,Keys,Ocean,FKNMS,2012-5-10-2-24.72615,24.72615,-80.8513167,30,9,37,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2565,Wet,Keys,Ocean,FKNMS,2012-5-10-3-24.72615,24.72615,-80.8513167,30,9,35,150,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
2566,Wet,Keys,Ocean,FKNMS,2012-5-10-4-24.72615,24.72615,-80.8513167,30,9,35,150,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2567,Wet,Keys,Ocean,FKNMS,2012-5-10-5-24.72615,24.72615,-80.8513167,30,9,35,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2568,Wet,Keys,Ocean,FKNMS,2012-5-19-1-24.72615,24.72615,-80.8513167,27,7,37,150,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2569,Wet,Keys,Ocean,FKNMS,2012-5-19-2-24.72615,24.72615,-80.8513167,27,7,37,150,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2570,Wet,Keys,Ocean,FKNMS,2012-5-19-3-24.72615,24.72615,-80.8513167,29,8,38,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2571,Wet,Keys,Ocean,FKNMS,2012-5-19-4-24.72615,24.72615,-80.8513167,29,8,38,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2572,Wet,Keys,Ocean,FKNMS,2012-5-19-5-24.72615,24.72615,-80.8513167,29,8,38,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2573,Wet,Keys,Ocean,FKNMS,2012-5-27-1-24.72615,24.72615,-80.8513167,31,8,36,160,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2574,Wet,Keys,Ocean,FKNMS,2012-5-27-2-24.72615,24.72615,-80.8513167,31,8,36,160,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2575,Wet,Keys,Ocean,FKNMS,2012-5-27-3-24.72615,24.72615,-80.8513167,32,8,36,160,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
2576,Wet,Keys,Ocean,FKNMS,2012-5-27-4-24.72615,24.72615,-80.8513167,32,8,36,160,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
2577,Wet,Keys,Ocean,FKNMS,2012-5-27-5-24.72615,24.72615,-80.8513167,31,8,36,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,Wet,Keys,Ocean,FKNMS,2012-5-5-1-24.6974,24.6974,-80.852269,30,NA,38,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2579,Wet,Keys,Ocean,FKNMS,2012-5-5-2-24.6974,24.6974,-80.852269,30,NA,38,145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2580,Wet,Keys,Ocean,FKNMS,2012-5-5-3-24.6974,24.6974,-80.852269,28,NA,35,145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2581,Wet,Keys,Ocean,FKNMS,2012-5-5-4-24.6974,24.6974,-80.852269,28,NA,35,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,Wet,Keys,Ocean,FKNMS,2012-5-5-5-24.6974,24.6974,-80.852269,27,NA,35,145,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
2583,Wet,Keys,Ocean,FKNMS,2012-5-5-6-24.6974,24.6974,-80.852269,27,NA,35,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,Wet,Keys,Ocean,FKNMS,2012-6-2-1-24.72615,24.72615,-80.8513167,29,NA,35,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2585,Wet,Keys,Ocean,FKNMS,2012-6-2-2-24.72615,24.72615,-80.8513167,29,NA,35,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2586,Wet,Keys,Ocean,FKNMS,2012-6-2-3-24.72615,24.72615,-80.8513167,30,NA,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2587,Wet,Keys,Ocean,FKNMS,2012-6-2-4-24.72615,24.72615,-80.8513167,30,NA,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2588,Wet,Keys,Ocean,FKNMS,2012-6-2-5-24.72615,24.72615,-80.8513167,31,NA,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,Wet,Keys,Ocean,FKNMS,2012-6-2-6-24.72615,24.72615,-80.8513167,31,NA,36,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2590,Wet,Keys,Ocean,FKNMS,2012-6-30-1-24.72615,24.72615,-80.8513167,28,8,34,150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2591,Wet,Keys,Ocean,FKNMS,2012-6-30-2-24.72615,24.72615,-80.8513167,28,8,34,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2592,Wet,Keys,Ocean,FKNMS,2012-6-30-3-24.72615,24.72615,-80.8513167,32,8,34,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,Wet,Keys,Ocean,FKNMS,2012-6-30-4-24.72615,24.72615,-80.8513167,32,8,34,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2594,Wet,Keys,Ocean,FKNMS,2012-6-30-5-24.72615,24.72615,-80.8513167,32,8,35,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2595,Wet,Keys,Ocean,FKNMS,2012-6-30-6-24.72615,24.72615,-80.8513167,32,8,35,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2596,Wet,Keys,Ocean,FKNMS,2012-6-9-1-24.72615,24.72615,-80.8513167,30,8,36.5,155,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0
2597,Wet,Keys,Ocean,FKNMS,2012-6-9-2-24.72615,24.72615,-80.8513167,30,8,36.5,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2598,Wet,Keys,Ocean,FKNMS,2012-6-9-3-24.72615,24.72615,-80.8513167,31,6,33,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,Wet,Keys,Ocean,FKNMS,2012-6-9-4-24.72615,24.72615,-80.8513167,31,6,33,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,Wet,Keys,Ocean,FKNMS,2012-6-9-5-24.72615,24.72615,-80.8513167,31,8,33,155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2601,Wet,Keys,Ocean,FKNMS,2012-6-9-6-24.72615,24.72615,-80.8513167,31,8,33,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2602,Wet,Keys,Ocean,FKNMS,2012-7-29-1-24.72615,24.72615,-80.8513167,34,8,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2603,Wet,Keys,Ocean,FKNMS,2012-7-29-2-24.72615,24.72615,-80.8513167,34,8,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,Wet,Keys,Ocean,FKNMS,2012-7-29-3-24.72615,24.72615,-80.8513167,31,9,34,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,Wet,Keys,Ocean,FKNMS,2012-7-29-4-24.72615,24.72615,-80.8513167,31,9,34,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,Wet,Keys,Ocean,FKNMS,2012-7-29-5-24.72615,24.72615,-80.8513167,32,8,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2607,Wet,Keys,Ocean,FKNMS,2012-7-29-6-24.72615,24.72615,-80.8513167,32,8,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,Wet,Keys,Ocean,FKNMS,2012-7-31-1-24.72615,24.72615,-80.8513167,31,7,35,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2609,Wet,Keys,Ocean,FKNMS,2012-7-31-2-24.72615,24.72615,-80.8513167,31,7,35,160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2610,Wet,Keys,Ocean,FKNMS,2012-7-31-3-24.72615,24.72615,-80.8513167,31,7,35,160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2611,Wet,Keys,Ocean,FKNMS,2012-7-31-4-24.72615,24.72615,-80.8513167,31,7,35,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,Wet,Keys,Ocean,FKNMS,2012-7-31-5-24.72615,24.72615,-80.8513167,31,7,33,160,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2613,Wet,Keys,Ocean,FKNMS,2013-10-4-1-24.699833,24.699833,-80.848,30,8,35,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2614,Wet,Keys,Ocean,FKNMS,2013-10-4-2-24.699833,24.699833,-80.848,30,8,35,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,Wet,Keys,Ocean,FKNMS,2013-10-4-3-24.699833,24.699833,-80.848,30,8,35,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2616,Wet,Keys,Ocean,FKNMS,2013-10-4-4-24.699833,24.699833,-80.848,30,8,35,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2617,Wet,Keys,Ocean,FKNMS,2013-10-4-5-24.699833,24.699833,-80.848,30,8,34,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2618,Wet,Keys,Ocean,FKNMS,2013-10-4-6-24.699833,24.699833,-80.848,30,8,34,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2619,Wet,Keys,Ocean,FKNMS,2013-10-6-1-24.84235,24.84235,-80.618217,30,7,36.5,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,Wet,Keys,Ocean,FKNMS,2013-10-6-2-24.84235,24.84235,-80.618217,30,7,36.5,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,Wet,Keys,Ocean,FKNMS,2013-10-6-3-24.84235,24.84235,-80.618217,30,8,33,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2622,Wet,Keys,Ocean,FKNMS,2013-10-6-4-24.84235,24.84235,-80.618217,30,8,33,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,Wet,Keys,Ocean,FKNMS,2013-10-6-6-24.84235,24.84235,-80.618217,31,7,34,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2624,Wet,Keys,Ocean,FKNMS,2013-5-10-1-24.72615,24.72615,-80.8513167,27,7,38,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,Wet,Keys,Ocean,FKNMS,2013-5-10-2-24.72615,24.72615,-80.8513167,27,7,38,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2626,Wet,Keys,Ocean,FKNMS,2013-5-10-3-24.72615,24.72615,-80.8513167,27,8,35,155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,Wet,Keys,Ocean,FKNMS,2013-5-10-4-24.72615,24.72615,-80.8513167,27,8,35,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2628,Wet,Keys,Ocean,FKNMS,2013-5-10-5-24.72615,24.72615,-80.8513167,27,8,35,155,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2629,Wet,Keys,Ocean,FKNMS,2013-5-10-6-24.72615,24.72615,-80.8513167,27,8,35,155,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2630,Wet,Keys,Ocean,FKNMS,2013-5-13-1-24.72615,24.72615,-80.8513167,27,7,35,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,Wet,Keys,Ocean,FKNMS,2013-5-13-2-24.72615,24.72615,-80.8513167,27,7,35,150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2632,Wet,Keys,Ocean,FKNMS,2013-5-13-3-24.72615,24.72615,-80.8513167,28,8,34,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,Wet,Keys,Ocean,FKNMS,2013-5-13-4-24.72615,24.72615,-80.8513167,28,8,34,150,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
